Year	Sector	Chapter	Departement	Type	Value
2017	Administration Sector 	Office of the Parliament	Office of the Parliament	General expenses	1258430
2017	Administration Sector 	Office of the Parliament	Office of the Parliament	Other expenses	424000
2017	Administration Sector 	Office of the Parliament	Office of the Parliament	To International Organizations	112500
2017	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Wages & salaries	14237500
2017	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Specialized materials and services	275000
2017	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Other expenses	464200
2017	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)                                     	Wages & salaries	1484400
2017	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)                                     	General expenses	469600
2017	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)                                     	Other expenses	80000
2017	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Wages & salaries	2150651
2017	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other employee costs	207461
2017	Administration Sector 	Prime Minister Office	Office of the Prime Minister	General expenses	2039945
2017	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other expenses	788949
2017	Administration Sector 	Prime Minister Office	Environmental Directorate	Wages & salaries	374754
2017	Administration Sector 	Prime Minister Office	Environmental Directorate	General expenses	51000
2017	Administration Sector 	Prime Minister Office	Capacity Injection Project	General expenses	512944
2017	Administration Sector 	Prime Minister Office	Capacity Injection Project	Education and training expenses	92926
2017	Administration Sector 	Prime Minister Office	Capacity Injection Project	Consulting and professional fees	1655867
2017	Administration Sector 	Prime Minister Office	Capacity Injection Project	Finance costs	21824
2017	Administration Sector 	Prime Minister Office	Capacity Injection Project	Other expenses	25158
2017	Administration Sector 	Prime Minister Office	Capacity Injection Project	Fixed assets acquisition	308477
2017	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Wages & salaries	1430237
2017	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	General expenses	553741
2017	Administration Sector 	Ministry of Foreign Affairs	Embassies	Wages & salaries	3603440
2017	Administration Sector 	Ministry of Foreign Affairs	Embassies	General expenses	961152
2017	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Wages & salaries	5270839
2017	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other employee costs	283759
2017	Administration Sector 	Finance and Other Department 	Ministry of Finance 	General expenses	1038688
2017	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Education and training expenses	99470
2017	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other expenses	255316
2017	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Fixed assets acquisition	367448
2017	Administration Sector 	Finance and Other Department 	Accountant General	Wages & salaries	933312
2017	Administration Sector 	Finance and Other Department 	Accountant General	Other employee costs	110573
2017	Administration Sector 	Finance and Other Department 	Accountant General	General expenses	395223
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	Arrears on Salaries and Allowances	3968530
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	Consulting and professional fees	0
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	Finance costs	3290419
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	Arrears	3814016
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	Fixed assets acquisition	595698
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	To other General Government Units	510000
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	To sub-national government	0
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	To sub-national government	21769865
2017	Administration Sector 	Finance and Other Department 	Other Activities of the State	Contingency - Operating & Capital Expenses	4010343
2017	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Wages & salaries	0
2017	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	General expenses	83826
2017	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Education and training expenses	13708
2017	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Consulting and professional fees	836137
2017	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Finance costs	43593
2017	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Fixed assets acquisition	1647077
2017	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	General expenses	124635
2017	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Education and training expenses	71526
2017	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Consulting and professional fees	2418062
2017	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Finance costs	9141
2017	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Other expenses	0
2017	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Fixed assets acquisition	1160647
2017	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Wages & salaries	21600
2017	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	General expenses	23844
2017	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Education and training expenses	53350
2017	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Consulting and professional fees	1100974
2017	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Finance costs	319
2017	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Fixed assets acquisition	33095
2017	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Wages & salaries	153344
2017	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	General expenses	242048
2017	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Education and training expenses	238137
2017	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Consulting and professional fees	631887
2017	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Finance costs	266155
2017	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Other expenses	0
2017	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Fixed assets acquisition	49837
2017	Administration Sector 	Finance and Other Department 	SCORE	Wages & salaries	1400
2017	Administration Sector 	Finance and Other Department 	SCORE	General expenses	115915
2017	Administration Sector 	Finance and Other Department 	SCORE	Education and training expenses	0
2017	Administration Sector 	Finance and Other Department 	SCORE	Consulting and professional fees	1301085
2017	Administration Sector 	Finance and Other Department 	SCORE	Finance costs	6599
2017	Administration Sector 	Finance and Other Department 	SCORE	Other expenses	2463
2017	Administration Sector 	Finance and Other Department 	SCORE	Fixed assets acquisition	311844
2017	Administration Sector 	Ministry of Planning	Ministry of Planning	Wages & salaries	977371
2017	Administration Sector 	Ministry of Planning	Ministry of Planning	Other employee costs	120952
2017	Administration Sector 	Ministry of Planning	Ministry of Planning	General expenses	190000
2017	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Wages & salaries	1538349
2017	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	General expenses	271326
2017	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Other expenses	7485000
2017	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	Wages & salaries	393899
2017	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	General expenses	36000
2017	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	Wages & salaries	184785
2017	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	General expenses	66000
2017	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Wages & salaries	8000
2017	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	General expenses	24675
2017	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Education and training expenses	140000
2017	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Consulting and professional fees	299000
2017	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Finance costs	13534
2017	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Other expenses	0
